time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-03-25T11:50:08.840Z,17.9675,-66.96,6.45,2.85,md,6,188,0.07722,0.07,pr,pr71401483,2023-03-25T12:18:23.030Z,"5 km WSW of Fuig, Puerto Rico",earthquake,1.23,0.89,0.0580313776645638,5,reviewed,pr,pr
2023-03-25T10:16:26.395Z,5.1035,125.4257,187.246,4.3,mb,29,108,1.959,0.9,us,us7000jmnr,2023-03-25T10:31:57.040Z,"33 km S of Sarangani, Philippines",earthquake,9.11,8.303,0.109,24,reviewed,us,us
2023-03-25T09:58:32.380Z,-21.0439,173.485,10,5,mww,38,120,5.418,0.61,us,us7000jmnp,2023-03-28T11:41:46.040Z,"Vanuatu region",earthquake,7.22,1.873,0.078,16,reviewed,us,us
2023-03-25T09:46:50.417Z,-20.3763,-177.8813,522.592,4.7,mb,71,42,2.627,0.65,us,us7000jmnm,2023-03-25T10:02:33.040Z,"290 km WNW of Haveluloto, Tonga",earthquake,11.16,7.949,0.033,282,reviewed,us,us
2023-03-25T09:11:01.903Z,-5.2969,102.0212,26.453,4.4,mb,26,109,1.316,0.38,us,us7000jmnk,2023-03-25T09:28:34.040Z,"167 km S of Bengkulu, Indonesia",earthquake,7.5,6.617,0.139,16,reviewed,us,us
2023-03-25T09:04:22.320Z,40.336,-125.2821667,10,3.13,ml,53,275,0.72,0.28,nc,nc73861995,2023-03-25T15:15:23.669Z,"84km W of Petrolia, CA",earthquake,1.02,31.61,0.162,31,reviewed,nc,nc
2023-03-25T08:22:41.167Z,31.60591157,-103.9764528,8.663806152,2.5,ml,21,59,0.008073676047,0.1,tx,tx2023fwhk,2023-03-28T14:46:56.852Z,"western Texas",earthquake,0.4361361919,0.398428212,0.2,26,reviewed,tx,tx
2023-03-25T07:54:16.163Z,62.1668,-152.1036,99.3,3.2,ml,,,,0.74,ak,ak0233v1mskc,2023-03-30T02:13:49.832Z,"41 km WNW of Skwentna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-03-25T07:53:35.859Z,58.4237,-155.3566,126.5,2.5,ml,,,,0.36,ak,ak0233v1mmcu,2023-03-30T02:13:49.571Z,"Alaska Peninsula",earthquake,,0.3,,,reviewed,ak,ak
2023-03-25T07:38:14.012Z,59.9099,-147.1329,6.8,2.5,ml,,,,0.75,ak,ak0233v1jcwm,2023-03-30T02:13:49.007Z,"52 km ESE of Chenega, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-03-25T07:31:24.201Z,59.9135,-147.1411,7.8,2.6,ml,,,,0.85,ak,ak0233v1hvp8,2023-03-30T02:13:48.713Z,"51 km ESE of Chenega, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-03-25T07:30:14.759Z,-22.909,-68.8085,114.256,4.6,mwr,93,65,0.582,0.98,us,us7000jmn5,2023-03-26T20:28:33.197Z,"51 km SSE of Calama, Chile",earthquake,7.15,5.229,,,reviewed,us,guc
2023-03-25T06:33:40.467Z,37.9055,36.1849,10,4.3,mb,23,149,0.349,1.14,us,us7000jmmu,2023-03-25T08:01:10.040Z,"12 km SE of Saimbeyli, Turkey",earthquake,1.82,1.907,0.16,11,reviewed,us,us
2023-03-25T04:49:25.356Z,-11.2487,166.0927,86.39,4,mb,15,146,4.311,0.67,us,us6000k0m8,2023-03-30T01:45:48.040Z,"Santa Cruz Islands",earthquake,10.58,6.161,0.173,9,reviewed,us,us
2023-03-25T04:42:12.758Z,-15.0814,-173.2893,10,4.3,mb,15,139,1.868,0.75,us,us6000k0m9,2023-03-30T01:41:24.040Z,"110 km NNE of Hihifo, Tonga",earthquake,9.03,1.916,0.239,5,reviewed,us,us
2023-03-25T04:39:34.022Z,37.9894,36.9839,10,4.4,mb,47,57,0.488,0.97,us,us7000jmme,2023-03-25T04:57:37.040Z,"19 km WSW of Ekinözü, Turkey",earthquake,5.28,1.923,0.115,22,reviewed,us,us
2023-03-25T04:32:11.220Z,35.491,-118.4648333,5.29,2.87,ml,46,28,0.1716,0.16,ci,ci40189671,2023-03-26T20:54:41.250Z,"11km SSE of Bodfish, CA",earthquake,0.14,0.92,0.142,106,reviewed,ci,ci
2023-03-25T03:38:17.986Z,30.0388,140.2317,125.471,4.1,mb,25,156,3.088,0.45,us,us6000k0m7,2023-03-30T01:05:15.040Z,"Izu Islands, Japan region",earthquake,12.91,8.243,0.15,13,reviewed,us,us
2023-03-25T03:18:58.162Z,-10.6009,161.5616,65.913,4.2,mb,22,104,1.965,0.72,us,us6000k0mg,2023-03-30T00:54:56.040Z,"42 km WSW of Kirakira, Solomon Islands",earthquake,8.72,8.08,0.132,16,reviewed,us,us
2023-03-25T02:14:38.455Z,51.8889,-178.1223,5.696,2.7,ml,11,116,0.026,0.52,us,us7000jmly,2023-03-25T21:20:29.040Z,"",earthquake,1.93,2.404,0.115,10,reviewed,us,us
2023-03-25T02:06:46.060Z,3.1766,-31.5754,10,4.5,mb,29,94,19.947,1.21,us,us6000k0m5,2023-03-30T00:46:52.040Z,"central Mid-Atlantic Ridge",earthquake,14.26,1.912,0.111,24,reviewed,us,us
2023-03-25T01:48:07.568Z,54.3238,-159.7728,35,3,ml,11,291,1.105,0.59,us,us7000jmlz,2023-03-30T02:13:44.386Z,"south of Alaska",earthquake,6.66,2.027,0.128,8,reviewed,us,us
2023-03-25T01:42:13.302Z,13.0299,-61.1706,10,3.4,ml,9,122,1.009,0.55,us,us7000jmmd,2023-03-26T14:19:45.467Z,"Windward Islands",earthquake,3.14,1.992,0.088,18,reviewed,us,us
2023-03-24T23:23:55.856Z,54.49,-162.1628,22.8,2.5,ml,,,,0.58,ak,ak0233tnftmz,2023-03-30T02:50:22.013Z,"64 km S of King Cove, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-03-24T22:41:30.289Z,-20.5253,-178.0847,484.534,4.4,mb,34,75,2.77,0.53,us,us7000jmlr,2023-03-26T05:07:56.040Z,"Fiji region",earthquake,10.82,7.298,0.079,46,reviewed,us,us
2023-03-24T21:29:04.780Z,19.2726666666667,-155.389666666667,-0.67,2.51,ml,37,106,,0.22,hv,hv73348447,2023-03-26T05:04:07.040Z,"12 km NE of P?hala, Hawaii",earthquake,0.26,0.13,0.145082097045647,22,reviewed,hv,hv
2023-03-24T20:47:35.308Z,52.1941,-170.467,24.5,3.5,ml,,,,0.39,ak,ak0233tlsmm2,2023-03-30T02:50:20.599Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,,2,,,reviewed,ak,ak
2023-03-24T20:47:22.660Z,17.9563333333333,-66.9533333333333,5.9,2.83,md,20,201,0.04537,0.18,pr,pr71401443,2023-03-24T21:12:24.700Z,"Puerto Rico region",earthquake,0.44,0.22,0.217483642815341,9,reviewed,pr,pr
2023-03-24T20:23:21.770Z,60.1462,-151.641,68.1,3,ml,,,,0.66,ak,ak0233tlng6y,2023-03-30T02:54:22.673Z,"10 km N of Ninilchik, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-03-24T20:08:41.680Z,19.0275,-65.153,8.06,3.37,md,10,265,0.6969,0.18,pr,pr71401428,2023-03-24T20:40:12.050Z,"79 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,0.9,1.62,0.0453720152087866,5,reviewed,pr,pr
2023-03-24T18:43:41.250Z,19.2508333333333,-155.376666666667,5.64,2.5,ml,25,161,,0.11,hv,hv73348337,2023-03-24T20:43:41.040Z,"Island of Hawaii, Hawaii",earthquake,0.44,0.82,0.243839062959337,19,reviewed,hv,hv
2023-03-24T17:59:00.737Z,51.8541,-178.0816,3.649,2.8,ml,13,123,0.034,0.43,us,us7000jmkd,2023-03-30T02:50:16.873Z,"99 km W of Adak, Alaska",earthquake,1.08,2.487,0.105,12,reviewed,us,us
2023-03-24T15:43:38.811Z,62.2777,-151.001,74.7,2.8,ml,,,,0.61,ak,ak0233tisls7,2023-03-29T20:54:28.714Z,"27 km SSW of Petersville, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-03-24T15:04:04.090Z,33.1801667,-116.4116667,11.86,2.87,ml,103,18,0.08792,0.2,ci,ci40189359,2023-03-26T16:39:45.270Z,"9km SSW of Borrego Springs, CA",earthquake,0.12,0.47,0.124,107,reviewed,ci,ci
2023-03-24T14:41:45.090Z,16.1254,-96.2306,42.02,4.3,mb,37,183,2.654,0.42,us,us7000jmmj,2023-03-25T05:48:24.244Z,"",earthquake,11.2,16,0.104,26,reviewed,us,us
2023-03-24T14:34:17.080Z,54.7211,-156.959,28.1,2.6,ml,,,,0.47,ak,ak0233ti574c,2023-03-29T20:54:32.118Z,"191 km SE of Perryville, Alaska",earthquake,,6,,,reviewed,ak,ak
2023-03-24T14:01:21.502Z,13.6784,-90.5296,57.001,4.2,mb,35,199,0.762,0.88,us,us7000jmfv,2023-03-25T04:28:42.040Z,"near the coast of Guatemala",earthquake,8.34,11.206,0.113,22,reviewed,us,us
2023-03-24T13:45:13.700Z,33.178,-116.4095,11.69,3.42,ml,111,17,0.09019,0.18,ci,ci40189119,2023-03-28T14:27:59.537Z,"9km SSW of Borrego Springs, CA",earthquake,0.11,0.44,0.158,127,reviewed,ci,ci
2023-03-24T13:10:34.997Z,37.9773,37.526,10,4.4,mb,51,67,0.684,0.53,us,us7000jme6,2023-03-24T13:28:35.040Z,"7 km ENE of Nurhak, Turkey",earthquake,2.76,1.869,0.096,31,reviewed,us,us
2023-03-24T13:01:34.953Z,-20.2857,-176.5702,281.147,5.6,mww,88,36,1.552,1.1,us,us7000jme4,2023-03-27T21:52:25.040Z,"170 km NW of Haveluloto, Tonga",earthquake,9.48,5.107,0.073,18,reviewed,us,us
2023-03-24T12:16:12.761Z,-10.8109,113.3166,10,4.6,mb,27,127,2.467,0.6,us,us7000jmdy,2023-03-24T12:34:35.040Z,"279 km S of Kencong, Indonesia",earthquake,8.82,1.95,0.132,17,reviewed,us,us
2023-03-24T11:53:02.460Z,19.2461666666667,-155.382333333333,31.32,2.75,ml,46,140,,0.13,hv,hv73348092,2023-03-27T05:59:57.040Z,"Island of Hawaii, Hawaii",earthquake,0.44,0.49,0.117358927685119,22,reviewed,hv,hv
2023-03-24T11:32:37.309Z,-7.1076,125.9529,469.146,4.5,mb,64,48,3.981,0.61,us,us7000jmdp,2023-03-24T11:47:26.040Z,"Kepulauan Barat Daya, Indonesia",earthquake,10.34,8.842,0.071,58,reviewed,us,us
2023-03-24T10:24:54.960Z,17.9558333333333,-66.9495,6.7,2.61,md,10,204,0.04216,0.11,pr,pr71401373,2023-03-24T10:39:52.950Z,"4 km WSW of Guánica, Puerto Rico",earthquake,0.66,0.27,0.290678549730977,7,reviewed,pr,pr
2023-03-24T09:26:32.139Z,-2.588,138.7956,31.107,4.7,mb,47,125,6.548,0.63,us,us7000jmd7,2023-03-24T10:29:49.040Z,"204 km W of Abepura, Indonesia",earthquake,10.84,4.13,0.088,39,reviewed,us,us
2023-03-24T07:47:17.711Z,54.4582,-161.4793,13.2,2.5,ml,,,,0.67,ak,ak0233te1y33,2023-03-29T00:49:16.608Z,"86 km SE of King Cove, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-03-24T07:46:09.260Z,38.4308333,-122.6358333,9.72,2.62,md,119,30,0.02543,0.12,nc,nc73861445,2023-03-26T20:56:30.747Z,"6km ESE of Santa Rosa, CA",earthquake,0.1,0.21,0.175,134,reviewed,nc,nc
2023-03-24T07:40:38.430Z,18.0315,-66.2298333333333,14.35,2.95,md,15,146,0.1083,0.18,pr,pr71401363,2023-03-24T11:01:24.541Z,"3 km WSW of La Plena, Puerto Rico",earthquake,0.46,0.88,0.0710008541519263,9,reviewed,pr,pr
2023-03-24T07:25:35.049Z,36.4291,140.3217,84.661,4.7,mwr,89,120,1.706,0.72,us,us7000jmct,2023-03-25T02:36:55.294Z,"7 km NE of Kasama, Japan",earthquake,3.65,6.256,0.086,13,reviewed,us,us
2023-03-24T07:10:02.790Z,40.8647,48.2451,43.145,4.1,mb,46,107,2.458,0.76,us,us7000jmcr,2023-03-24T07:46:13.040Z,"Azerbaijan",earthquake,7.26,9.898,0.094,31,reviewed,us,us
2023-03-24T06:26:58.720Z,19.1923333333333,-155.460666666667,36.61,2.75,ml,45,110,,0.11,hv,hv73347872,2023-03-25T04:01:44.940Z,"2 km ESE of P?hala, Hawaii",earthquake,0.46,0.57,0.0887606379975687,21,reviewed,hv,hv
2023-03-24T04:38:09.932Z,29.964,141.8529,10,5,mb,60,101,6.78,0.69,us,us7000jmc7,2023-03-24T04:55:29.040Z,"Izu Islands, Japan region",earthquake,10.93,1.866,0.061,87,reviewed,us,us
2023-03-24T04:37:10.159Z,30.0053,141.8439,10,4.7,mb,79,95,3.552,0.8,us,us7000jmc9,2023-03-24T04:53:22.040Z,"Izu Islands, Japan region",earthquake,10.33,1.873,0.053,107,reviewed,us,us
2023-03-24T04:36:09.670Z,19.2023,-66.6031,33,3.74,md,19,250,0.7289,0.35,pr,pr2023083000,2023-03-24T07:06:04.587Z,"81 km N of Arecibo, Puerto Rico",earthquake,1.54,9.83,0.07,16,reviewed,pr,pr
2023-03-24T04:33:25.717Z,-22.9607,-66.5047,253.617,4.3,mb,26,78,1.543,1.11,us,us7000jmc5,2023-03-24T05:24:30.040Z,"87 km WSW of Abra Pampa, Argentina",earthquake,9.35,11.862,0.237,5,reviewed,us,us
2023-03-24T04:32:54.658Z,29.9747,141.8987,10,4.6,mb,42,122,2.879,0.75,us,us6000k0le,2023-03-29T22:44:28.040Z,"Izu Islands, Japan region",earthquake,9.05,1.882,0.062,78,reviewed,us,us
2023-03-24T04:25:26.072Z,29.9829,141.9136,4.574,5.4,mww,82,92,3.601,0.77,us,us7000jmc2,2023-03-25T04:46:32.324Z,"Izu Islands, Japan region",earthquake,9.93,4.233,0.089,12,reviewed,us,us
2023-03-24T04:06:24.371Z,29.6008,81.8438,29.343,4.2,mb,18,162,3.511,0.59,us,us7000jmc0,2023-03-24T05:08:37.040Z,"48 km NW of Jumla, Nepal",earthquake,12.31,5.735,0.159,11,reviewed,us,us
2023-03-24T04:02:06.890Z,17.9473333333333,-66.8421666666667,11.94,2.59,md,7,210,0.04479,0.15,pr,pr71401308,2023-03-24T04:09:21.110Z,"5 km SSW of Indios, Puerto Rico",earthquake,0.96,0.72,0.193583042884637,6,reviewed,pr,pr
2023-03-24T03:22:42.572Z,24.1675,93.794,78.995,4.4,mb,32,73,2.471,0.52,us,us6000k0lk,2023-03-29T22:13:14.040Z,"22 km SE of Chur?ch?ndpur, India",earthquake,9.67,8.197,0.155,12,reviewed,us,us
2023-03-24T03:16:57.198Z,38.462,44.8446,17.884,5.6,mww,93,50,1.18,0.92,us,us7000jmbi,2023-03-28T18:08:56.539Z,"",earthquake,5.27,3.76,0.044,50,reviewed,us,us
2023-03-24T03:04:00.400Z,19.4991666666667,-155.461,3.73,3.9,ml,42,71,,0.13,hv,hv73347592,2023-03-28T04:39:59.929Z,"Island of Hawaii, Hawaii",earthquake,0.23,0.87,0.148817256813871,25,reviewed,hv,hv
2023-03-24T02:38:51.596Z,-6.9805,125.7025,499.789,4.8,mb,20,55,3.101,0.67,us,us7000jmbe,2023-03-24T02:58:05.040Z,"Banda Sea",earthquake,10.44,9.55,0.185,9,reviewed,us,us
2023-03-24T00:39:53.653Z,37.9529,36.3688,10,4.6,mwr,116,20,0.373,1.02,us,us7000jmay,2023-03-26T21:09:00.040Z,"13 km SW of Göksun, Turkey",earthquake,3.05,1.864,0.053,34,reviewed,us,us
2023-03-24T00:30:20.870Z,35.5355,-117.44,9.3,3.24,ml,46,33,0.05401,0.14,ci,ci40188871,2023-03-25T04:56:11.040Z,"23km ESE of Ridgecrest, CA",earthquake,0.13,0.28,0.151,228,reviewed,ci,ci
